verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,label_present_in_later_edition_csv
12:106,12,The majority of Jews follow the Talmud instead of the Torah; the majority of Christians idolize Jesus instead of God; and the majority of Muslims follow “Hadith” instead of the Quran.,"The majority of Jews follow the Talmud instead of the Torah; the
majority of Christians idolize Jesus instead of God; and the majority of Muslims
follow “Hadith” instead of the Quran.",175,163,"[153.0, 2388.28, 1654.252, 2577.1]",False
13:1,13,"The initials A.L.M.R. participate in the Quran’s miraculous numerical code that proves the divine source of Quran (see Appendix 1). Thus, when we count the Arabic alphabets A, L, M&R in this sura, we find 624 A’s, 480L’s, 260 M’s, and 137 R’s. The total sum is 1501, and this total is a multiple of 19. This extremely sensitive index (the alteration of a single letter destroys the system), illustrates how every letter in the Quran is divinely designed and counted beyond human ability. Hence the statement that these letters constitute the miracles of Quran.","The initials A.L.M.R. participate in the Quran’s miraculous numerical
code that proves the divine source of Quran (see Appendix 1). Thus, when we
count the Arabic alphabets A, L, M&R in this sura, we find 624 A’s, 480L’s, 260
M’s, and 137 R’s. The total sum is 1501, and this total is a multiple of 19. This
extremely sensitive index (the alteration of a single letter destroys the system),
illustrates how every letter in the Quran is divinely designed and counted
beyond human ability. Hence the statement that these letters constitute the
miracles of Quran.",177,165,"[136.0, 1671.596, 1641.249, 2123.959]",True
13:1-4,13,"The word “Ayat” is used in each one of these verses to illustrate another miraculous feature of Quran, namely, the use of multi-meaning words. In 13:1, the word “Ayat” means “miracles; in 13:2, it means “revelations or verses,” and in 13:3-4 it means “signs or lessons.” Thus, the generations of people who lived before the discovery of the Quran’s secret numerical code, were content with the meaning “verses”for the word “Ayat.” This makes the Quran suitable for all generations. Please see also footnote 10:1, and note that the standard word for “miracle, ” namely, “Mu’jizah”/s NEVER used in Quran.","The word “Ayat” is used in each one of these verses to illustrate
another miraculous feature of Quran, namely, the use of multi-meaning words.
In 13:1, the word “Ayat” means “miracles; in 13:2, it means “revelations or
verses,” and in 13:3-4 it means “signs or lessons.” Thus, the generations of
people who lived before the discovery of the Quran’s secret numerical code,
were content with the meaning “verses”for the word “Ayat.” This makes the
Quran suitable for all generations. Please see also footnote 10:1, and note that
the standard word for “miracle, ” namely, “Mu’jizah”/s NEVER used in Quran.",177,165,"[136.0, 2120.918, 1644.252, 2571.133]",False
13:35,13,See Appendix 4 for details.,See Appendix 4 for details.,180,168,"[67.0, 2477.494, 755.998, 2565.13]",False
14:1,14,See footnote 10:1 for the meaning of these Quranic initials. Does God mislead? See Appendix 12 for the answer.,"See footnote 10:1 for the meaning of these Quranic initials.
Does God mislead? See Appendix 12 for the answer.",182,170,"[68.0, 2394.191, 1366.996, 2552.939]",True
14:27,14,See Appendix 12.,See Appendix 12.,184,172,"[64.0, 2501.494, 570.008, 2589.13]",False
14:42-52,14,See Appendix 10 for details.,See Appendix 10 for details.,185,173,"[148.0, 2505.805, 920.992, 2594.349]",False
15:1,15,See footnote 10:1 for the meaning of these letters.,See footnote 10:1 for the meaning of these letters.,186,174,"[80.0, 2273.494, 1206.993, 2361.13]",True
15:9,15,"The Quran’s miraculous numerical code, a divinely guarded secret for the last 1400 years, proves the two components of this verse: (1) that the Quran is^a divine scripture, and (2) that it has been perfectly protected from the slightest distortion. See Appendices 1 and 2 for details.","The Quran’s miraculous numerical code, a divinely guarded secret for
the last 1400 years, proves the two components of this verse: (1) that the Quran
is^a divine scripture, and (2) that it has been perfectly protected from the
slightest distortion. See Appendices 1 and 2 for details.",186,174,"[78.0, 2351.779, 1586.004, 2592.976]",False
16:2,16,"The word “spirit” frequently refers to God’s revelations, including this Quran as stated in 42:52. See also 4:171, 17:85-89, 26:193, 40:15, 58:22.","The word “spirit” frequently refers to God’s revelations, including this
Quran as stated in 42:52. See also 4:171, 17:85-89, 26:193, 40:15, 58:22.",190,178,"[64.0, 2375.596, 1569.251, 2513.483]",False
23:100,23,,,191,179,"[121.0, 1909.079, 1632.244, 1963.271]",False
26:22,26,"' What we utter with our mouths does not necessarily reflect our innermost convictions. The Quran teaches us here that some disbelievers do not know that they are disbelievers; they say that they are believers merely because they grew up in a society that praises the believers and condemns the disbelievers. This verse states that such people have “denying hearts. ” The test we are put through is designed to show us on the day of judgment whether we were really believers, or merely deceived ourselves (6:22-24). One profound test for the Muslims is described in 6:112-116; those who are attracted to the blasphemy known as “Hadith”and/or “sunna’’are false believers, while those who uphold the Quran, the whole Quran, and nothing but the Quran are true believers.","' What we utter with our mouths does not necessarily reflect our
innermost convictions. The Quran teaches us here that some disbelievers do
not know that they are disbelievers; they say that they are believers merely
because they grew up in a society that praises the believers and condemns the
disbelievers. This verse states that such people have “denying hearts. ” The test
we are put through is designed to show us on the day of judgment whether we
were really believers, or merely deceived ourselves (6:22-24). One profound
test for the Muslims is described in 6:112-116; those who are attracted to the
blasphemy known as “Hadith”and/or “sunna’’are false believers, while those
who uphold the Quran, the whole Quran, and nothing but the Quran are true
believers.",191,179,"[124.0, 1974.404, 1636.259, 2574.601]",False
16:115,16,All food prohibitions must fall under these four categories. Upholding any other prohibitions is a form of idol worship.,"All food prohibitions must fall under these four categories. Upholding
any other prohibitions is a form of idol worship.",198,186,"[50.0, 2440.086, 1560.252, 2574.351]",True
17:13-14,17,"We learn from this verse that we are bom with our life already recorded, from birth to death. The closest analogy to our minds is the video tape of any event, such as historical narration, a football game, or a boxing match. See also 57:22.","We learn from this verse that we are bom with our life already
recorded, from birth to death. The closest analogy to our minds is the video
tape of any event, such as historical narration, a football game, or a boxing
match. See also 57:22.",200,188,"[79.0, 2341.918, 1583.272, 2584.1]",False
17:23,17,"This is the first, and most important commandment. It is a negative commandment, because people can worship God and still end up in hell (see footnote 11:2).","This is the first, and most important commandment. It is a negative
commandment, because people can worship God and still end up in hell (see
footnote 11:2).",201,189,"[134.0, 2401.755, 1644.501, 2589.5]",False
17:36,17,"This commandment teaches us that we shall not accept anything without first examining it with our God-given senses and mind. Following the elders, the scholars, the sages, or the saints, without verifying what they give us, often leads to hell (see 14:21).","This commandment teaches us that we shall not accept anything
without first examining it with our God-given senses and mind. Following the
elders, the scholars, the sages, or the saints, without verifying what they give
us, often leads to hell (see 14:21).",202,190,"[48.0, 1957.116, 1556.01, 2198.294]",False
17:45,17,"Those who refuse to accept the Quran as the sole source of religious regulations are consistently characterized as disbelievers in the hereafter. They may confess belief in the hereafter, but their hearts inside are denying (see 16:22-24). They reject the Quran’s repeated assertions that it is perfect, and they resort to the inventions of “hadith” and “sunna” as alternative sources (see 6:113, 150, 7:147, 11:18-19, 17:9-10, 27:4-6, 34:6-8, 39:45, and especially 41:6-7).","Those who refuse to accept the Quran as the sole source of religious
regulations are consistently characterized as disbelievers in the hereafter.
They may confess belief in the hereafter, but their hearts inside are denying (see
16:22-24). They reject the Quran’s repeated assertions that it is perfect, and
they resort to the inventions of “hadith” and “sunna” as alternative sources
(see 6:113, 150, 7:147, 11:18-19, 17:9-10, 27:4-6, 34:6-8, 39:45, and especially
41:6-7).",202,190,"[49.0, 2199.779, 1555.991, 2597.877]",False
