Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
LUK	22	31	m536	figs-explicit	ἐξῃτήσατο ὑμᾶς τοῦ σινιάσαι ὡς τὸν σῖτον	1	has asked to sift you as wheat	The implication is that God has given Satan permission to do this, and that is why Jesus is giving this warning. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “to test you to show that many of you are not unconditionally loyal to me, and God has given him permission to do that” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:31
LUK	22	31	dmw8	figs-you	ὑμᾶς	1	you	Here, **you** is plural. Jesus is referring to all of the apostles. (See: [[rc://en/ta/man/translate/figs-you]])	LUK 22:31
LUK	22	32	pd1t	figs-you	ἐγὼ δὲ ἐδεήθην περὶ σοῦ	1	you … your … you … you … your	Jesus is addressing Simon specifically, and so the terms **you** and **your** are singular. (See: [[rc://en/ta/man/translate/figs-you]])	LUK 22:32
LUK	22	32	zp8w	figs-doublenegatives	ἵνα μὴ ἐκλίπῃ ἡ πίστις σου	1	that your faith may not fail	If your readers would misunderstand this, you could express the meaning of the negative word **not** combined with the negative verb **fail** as a positive statement. Alternate translation: “that you will continue to have faith” or “that you will continue to trust me” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	LUK 22:32
LUK	22	32	qxk7	figs-metaphor	ποτε ἐπιστρέψας	1	when you have turned back	This expression refers figuratively to resuming a previous course of action. Alternate translation: “when you are once more openly loyal to me” (See: [[rc://en/ta/man/translate/figs-metaphor]])	LUK 22:32
LUK	22	32	f9v8	figs-explicit	στήρισον τοὺς ἀδελφούς σου	1	strengthen your brothers	The implication is that Jesus wants Simon to **strengthen** the other disciples in their faith. Alternate translation: “encourage the other disciples to be strong in their faith as well” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:32
LUK	22	32	r7ux	figs-metaphor	τοὺς ἀδελφούς σου	1	your brothers	Jesus is using the term **brothers** figuratively to mean someone who shares the same belief. Alternate translation: “your fellow believers” or “the other disciples” (See: [[rc://en/ta/man/translate/figs-metaphor]])	LUK 22:32
LUK	22	32	m538	figs-gendernotations	τοὺς ἀδελφούς σου	1	your brothers	Here Jesus has the other apostles, who are all men, initially in view. But he may also want Simon to strengthen the faith of any of his other disciples, male or female, who need encouragement. In that case, he would be using the word in a generic sense that includes both men and women. Alternate translation: “your fellow believers” (See: [[rc://en/ta/man/translate/figs-gendernotations]])	LUK 22:32
LUK	22	34	pwj1	figs-metonymy	οὐ φωνήσει σήμερον ἀλέκτωρ, ἕως	1	the rooster will not crow today before	Jesus is referring figuratively to a certain time of day. Roosters crow just before the sun appears in the morning. In other words, Jesus is referring to dawn. Alternate translation: “before another morning begins” (See: [[rc://en/ta/man/translate/figs-metonymy]])	LUK 22:34
LUK	22	34	m542	figs-genericnoun	ἀλέκτωρ	1	the rooster	Jesus is not speaking of one particular **rooster** but of roosters in general. Alternate translation: “the roosters” or “the birds” (See: [[rc://en/ta/man/translate/figs-genericnoun]])	LUK 22:34
LUK	22	34	m543	figs-explicit	σήμερον	1	today	The Jewish day began at sunset. Jesus was speaking after the sun had set. The rooster would crow just before morning. That morning was considered part of the same day. Alternate translation: “in the morning” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:34
LUK	22	35	m544	figs-metonymy	ἄτερ βαλλαντίου, καὶ πήρας, καὶ ὑποδημάτων	1	without a money bag and sack and sandals	As in [10:4](../10/04.md), Jesus is speaking of these items figuratively to mean what they represent. See how you translated these terms there. Alternate translation: “without any money or provisions or extra clothes” (See: [[rc://en/ta/man/translate/figs-metonymy]])	LUK 22:35
LUK	22	35	m545	figs-doublenegatives	μή τινος ὑστερήσατε?	1	you did not lack anything, did you?	The first word of this question in Greek is a negative word that can be used to turn a statement into a question that expects a negative answer. ULT shows this by adding, **did you?** Your language may have other ways of asking a question that expects a negative answer, for example, by changing the word order of a positive statement. Alternate translation: “did you lack anything?” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	LUK 22:35
LUK	22	35	cv68	figs-rquestion	μή τινος ὑστερήσατε?	1	you did not lack anything, did you?	Even though Jesus already knows the answer to this question and he is using it as a teaching tool, in this case he does want the disciples to reply. If you translated his words as a statement, for example, “I know that you did not lack anything,” then the disciples might seem to be interrupting him by speaking uninvited. Since Jesus did want them to speak, it would probably be most appropriate to present his words in the form of a question. (See: [[rc://en/ta/man/translate/figs-rquestion]])	LUK 22:35
LUK	22	35	tb51	figs-ellipsis	οὐθενός	1	Nothing	Luke may be summarizing the disciples’ response briefly, or the disciples themselves may have responded this briefly. If it would be helpful to your readers, you could expand on what this means. Alternate translation: “We did not lack anything” or “We had everything we needed” (See: [[rc://en/ta/man/translate/figs-ellipsis]])	LUK 22:35
LUK	22	36	h7j7	figs-genericnoun	ὁ ἔχων βαλλάντιον…ὁ μὴ ἔχων…μάχαιραν	1	the one who has a money bag … the one who does not have a sword	Jesus was not referring to a specific one of the disciples who had a money bag or did not have a sword. Alternate translation: “anyone who has a money bag … anyone who does not have a sword” (See: [[rc://en/ta/man/translate/figs-genericnoun]])	LUK 22:36
LUK	22	36	m546	figs-explicit	ὁ ἔχων βαλλάντιον…ὁ μὴ ἔχων…μάχαιραν	1	the one who has a money bag … the one who does not have a sword	Jesus is giving these instructions specifically to his disciples. If it would be helpful to your readers, you could indicate that in your translation. Alternate translation: “any one of you who has a money bag … any one of you who does not have a sword” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:36
LUK	22	37	g4l7	figs-activepassive	τοῦτο τὸ γεγραμμένον	1	this that is written	If your readers would misunderstand this, you could express this with an active form, and you could state who did the action. Alternate translation: “what a prophet wrote in the Scriptures” (See: [[rc://en/ta/man/translate/figs-activepassive]])	LUK 22:37
LUK	22	37	m548	figs-explicit	τοῦτο τὸ γεγραμμένον	1	this that is written	Jesus may be assuming that his disciples know the source and subject of this passage. If it would be helpful to your readers, you could identify it more specifically. Alternate translation: “what Isaiah wrote about the Messiah in the Scriptures” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:37
LUK	22	37	u9jx	figs-activepassive	δεῖ τελεσθῆναι	1	must be accomplished in me	If your readers would misunderstand this, you could express this with an active form. The meaning of **accomplished** is the same as for the word “fulfilled” in [1:1](../01/01.md), [1:20](../01/20.md), and many other places in the book, even though the Greek verb is different. Alternate translation: “must happen to me” (See: [[rc://en/ta/man/translate/figs-activepassive]])	LUK 22:37
LUK	22	37	m549	figs-quotesinquotes	τό καὶ μετὰ ἀνόμων ἐλογίσθη	1	And he was reckoned with the lawless	If your readers would misunderstand this, you could translate this so that there is not a quotation within a quotation. It may be more natural in your language to use a singular form here. Alternate translation: “that people would consider me to be a criminal” (See: [[rc://en/ta/man/translate/figs-quotesinquotes]])	LUK 22:37
LUK	22	37	jz9d	figs-nominaladj	μετὰ ἀνόμων ἐλογίσθη	1	he was reckoned with the lawless	Jesus is using the adjective **lawless** as a noun in order to indicate a type of person. Your language may use adjectives in the same way. If not, you can translate this with an equivalent expression. Alternate translation: “he was considered a criminal” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	LUK 22:37
LUK	22	37	jf1f	figs-activepassive	μετὰ ἀνόμων ἐλογίσθη	1	he was reckoned with the lawless	If your readers would misunderstand this, you could express this with an active form, and you can state who did the action. Alternate translation: “people considered him to be a criminal” (See: [[rc://en/ta/man/translate/figs-activepassive]])	LUK 22:37
LUK	22	37	se1d	figs-explicit	καὶ γὰρ τὸ περὶ ἐμοῦ τέλος ἔχει	1	For indeed the thing concerning me has an accomplishment	Here Jesus is speaking implicitly about what the Scriptures say about him. Alternate translation: “Yes, what the Scriptures say about me must certainly happen” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:37
LUK	22	38	kbt8	figs-explicit	ἱκανόν ἐστιν	1	It is enough	This could mean: (1) Jesus is indicating that when he told his disciples to buy swords, he meant for their own defense, not to attack their enemies, and that they have enough swords for that purpose. Alternate translation: “That will be enough for us to defend ourselves” (2) Jesus wants them to stop talking about having swords. The implication would be that when he said they should buy swords, he was mainly warning them that they were going to face dangers, and he did not really want them to buy swords and fight. Alternate translation: “That is enough talk about swords, I do not really want you to buy them” (See: [[rc://en/ta/man/translate/figs-explicit]])	LUK 22:38
LUK	22	40	m551	figs-synecdoche	γενόμενος δὲ ἐπὶ τοῦ τόπου	1	when he came to the place	Luke says **he**, meaning Jesus, to refer figuratively to Jesus and his disciples. Alternate translation: “when Jesus and his disciples arrived at the Mount of Olives” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	LUK 22:40
LUK	22	40	b6pz	figs-abstractnouns	προσεύχεσθε μὴ εἰσελθεῖν εἰς πειρασμόν	1	Pray not to enter into temptation	If your readers would misunderstand the abstract noun **temptation**, you could express the idea behind it with a verb such as “tempt.” Alternate translation: “Pray that nothing will tempt you to sin” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	LUK 22:40
