marker,verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_label,exact_match_to_later_edition
*,22:26-27,22,Abraham was the original messenger of Islam. See 22:78 and Appendix 9.,Abraham was the original messenger of Islam. See 22:78 and Appendix 9.,354,335,"[41.15, 646.998, 458.786, 658.998]","[0.079455, 0.905272, 0.885858, 0.922062]",Abraham was the original messenger of Submission (Islam). See 22:78 and Appendix 9.,False
*,22:36,22,"Animal offerings from the pilgrims conserve the resources at the pilgrimage site. Note that almost 2,000,000 pilgrims converge on Mecca during pilgrimage.","Animal offerings from the pilgrims conserve the resources at the pilgrimage site.
Note that almost 2,000,000 pilgrims converge on Mecca during pilgrimage.",355,336,"[40.9, 643.298, 477.082, 668.348]","[0.078973, 0.900095, 0.921186, 0.935145]","Animal offerings from the pilgrims conserve the resources at the pilgrimage site. Note that almost 2,000,000 pilgrims converge on Mecca during pilgrimage.",True
*,22:49,22,"This command is directed specifically to God’s Messenger of the Covenant This fact, and the specific name of the messenger are mathematically coded into the Quran. See the details, together with physical evidence, in Appendices 2 and 26.","This command is directed specifically to God’s Messenger of the Covenant This
fact, and the specific name of the messenger are mathematically coded into the Quran.
See the details, together with physical evidence, in Appendices 2 and 26.",357,338,"[39.7, 631.398, 476.614, 669.448]","[0.076656, 0.883445, 0.920282, 0.936684]","This command is directed specifically to God's Messenger of the Covenant. This fact, and the specific name of the messenger are mathematically coded into the Quran. See the details, together with the irrefutable proofs, in Appendices 2 and 26.",False
*,22:78,22,"Although all messengers preached one and the same message: “Worship God alone,” Abraham was the Grst messenger to coin the terms “Islam” and “Muslim’ (2:128). What did Abraham contribute to Islam? We learn from 16:123 that all religious duties in Islam were revealed through Abraham (see Appendices 9 & 26).","Although all messengers preached one and the same message: “Worship God
alone,” Abraham was the Grst messenger to coin the terms “Islam” and “Muslim’
(2:128). What did Abraham contribute to Islam? We learn from 16:123 that all religious
duties in Islam were revealed through Abraham (see Appendices 9 & 26).",360,341,"[40.2, 614.394, 478.586, 661.048]","[0.077621, 0.859653, 0.92409, 0.924931]","Although all messengers preached one and the same message, ""Worship God alone,"" Abraham was the first messenger to coin the terms ""Submission"" (Islam) and ""Submitter"" (Muslim) (2:128). What did Abraham contribute to Submission (Islam)? We learn from 16:123 that all religious duties in Submission were revealed through Abraham (see Appendices 9 & 26).",False
*,23:27,23,"The story tellers have created a mockery of Noah’s history. Noah’s ark was a flat watercraft made of logs, tied together with primitive ropes (54:13), the flood was local, around the Dead Sea area, and the animals were Noah’s domesticated animals.","The story tellers have created a mockery of Noah’s history. Noah’s ark was a
flat watercraft made of logs, tied together with primitive ropes (54:13), the flood was
local, around the Dead Sea area, and the animals were Noah’s domesticated animals.",362,343,"[40.2, 626.748, 479.832, 665.148]","[0.077621, 0.876939, 0.926495, 0.930667]","The story tellers have created a mockery of Noah's history. Noah's ark was a flat watercraft made of logs, tied together with primitive ropes (54:13), the flood was local, around the Dead Sea area, and the animals were Noah's domesticated animals.",False
*,23:84-89,23,"Belief in God is valid only if one recognizes God’s qualities, such as the fad that God controls everything (8:17). Believers who do not know God are not really believers. Most believers nullify their belief by idolizing prophets and saints (6:106).","Belief in God is valid only if one recognizes God’s qualities, such as the fad
that God controls everything (8:17). Believers who do not know God are not really
believers. Most believers nullify their belief by idolizing prophets and saints (6:106).",366,347,"[39.5, 623.148, 478.24, 657.021]","[0.07627, 0.871901, 0.923422, 0.919296]","Belief in God is valid only if one recognizes God's qualities, such as the fact that God controls everything (8:17). Believers who do not know God are not really believers. Most believers nullify their belief by idolizing such powerless idols as the prophets and saints (6:106).",False
*,24:2,24,"Social pressure, i.e., public witnessing of the punishment, is the basic punishment (see also 5:38). The lashes shall be symbolic, not severe.","Social pressure, i.e., public witnessing of the punishment, is the basic punishment
(see also 5:38). The lashes shall be symbolic, not severe.",369,350,"[40.45, 634.048, 480.95, 655.25]","[0.078104, 0.887153, 0.928654, 0.916818]","Social pressure, i.e., public witnessing of the penalty, is the basic punishment (see also 5:38). The lashes shall be symbolic, not severe.",False
*,24:11,24,"This refers to a historical incident where the Prophet’s wife Aysha was left in the desert by mistake, and found by a young man who helped her catch up with the Prophet’s caravan. This triggered the famous (Big Lie’ against Aysha.","This refers to a historical incident where the Prophet’s wife Aysha was left in
the desert by mistake, and found by a young man who helped her catch up with the
Prophet’s caravan. This triggered the famous (Big Lie’ against Aysha.",370,351,"[40.2, 615.389, 478.154, 654.698]","[0.077621, 0.861045, 0.923255, 0.916046]","This refers to a historical incident where the Prophet's wife Aysha was left in the desert by mistake, and later found by a young man who helped her catch up with the Prophet's caravan. This triggered the famous 'Big Lie' against Aysha.",False
*,24:30-31,24,"Dressing modestly, therefore, is a trait of the believing men and women. The minimum requirements for a woman’s dress is to lengthen her garment (33:59) and to cover her chest. Tyrannical Arab traditions have given a false impression that a woman must be covered from head to toe; such is not a Quranic or Islamic dress.","Dressing modestly, therefore, is a trait of the believing men and women. The
minimum requirements for a woman’s dress is to lengthen her garment (33:59) and to
cover her chest. Tyrannical Arab traditions have given a false impression that a woman
must be covered from head to toe; such is not a Quranic or Islamic dress.",372,353,"[39.0, 608.848, 479.484, 655.518]","[0.075304, 0.851893, 0.925824, 0.917193]","Dressing modestly, therefore, is a trait of the believing men and women. The minimum requirements for a woman's dress is to lengthen her garment (33:59) and to cover her chest. Tyrannical Arab traditions have given a false impression that a woman must be covered from head to toe; such is not a Quranic or Islamic dress.",False
*,25:2,25,"When we launch astronauts into space, we measure precisely the amount of food, water, oxygen, and other needs throughout the journey. Similarly, God has launched us into space, on board spaceship Earth, and He has designed all kinds of renewable provisions for us and other creatures, a perfect design. Think, for example, of the symbiotic relationship between us and the plants; we use the oxygen they produce in photosynthesis, while they use the carbon dioxide we produce in respiration.","When we launch astronauts into space, we measure precisely the amount of food,
water, oxygen, and other needs throughout the journey. Similarly, God has launched us
into space, on board spaceship Earth, and He has designed all kinds of renewable
provisions for us and other creatures, a perfect design. Think, for example, of the sym
biotic relationship between us and the plants; we use the oxygen they produce in
photosynthesis, while they use the carbon dioxide we produce in respiration.",378,359,"[39.25, 589.048, 480.76, 660.901]","[0.075787, 0.824189, 0.928287, 0.924725]","When we launch astronauts into space, we measure precisely the amount of food, water, oxygen, and other needs throughout the journey. Similarly, God has launched us into space—on board spaceship Earth—and He has designed all kinds of renewable provisions for us and other creatures, a perfect design. Think, for example, of the symbiotic relationship between us and the plants; we use the oxygen they produce in photosynthesis, while they use the carbon dioxide we produce in respiration.",False
*,25:5,25,Muhammad’s contemporaries knew that he was a literate man who could read and write; he wrote the Quran with his own hand (see Appendix 28).,"Muhammad’s contemporaries knew that he was a literate man who could read
and write; he wrote the Quran with his own hand (see Appendix 28).",379,360,"[40.45, 598.148, 477.124, 623.148]","[0.078104, 0.836922, 0.921267, 0.871901]",Muhammad's contemporaries knew that he was a literate man who could read and write; he wrote God's revelations with his own hand (see Appendix 28).,False
*,25:6,25,"The Quran’s miraculous mathematical code, the incontrovertible answer to the disbelievers’ claims, remained a divinely guarded secret for 1400 years. God’s Messenger of the Covenant was destined to unveil it by God’s leave (Appendices 1, 2, & 26).","The Quran’s miraculous mathematical code, the incontrovertible answer to the
disbelievers’ claims, remained a divinely guarded secret for 1400 years. God’s Mes
senger of the Covenant was destined to unveil it by God’s leave (Appendices 1, 2, & 26).",379,360,"[40.2, 624.198, 478.076, 662.247]","[0.077621, 0.873371, 0.923105, 0.926608]","The Quran's miraculous mathematical code, the incontrovertible answer to the disbelievers' claims, remained a divinely guarded secret for 1400 years. God's Messenger of the Covenant was destined to unveil it by God's leave (Appendices 1, 2, & 26).",False
